,Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2),Gyroscope x (rad/s),Gyroscope y (rad/s),Gyroscope z (rad/s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),SPM/RPM,Timestamps,Acceleration x (m/s^2)_kalman,Acceleration y (m/s^2)_kalman,Acceleration z (m/s^2)_kalman,Gyroscope x (rad/s)_kalman,Gyroscope y (rad/s)_kalman,Gyroscope z (rad/s)_kalman,Linear Acceleration x (m/s^2)_kalman,Linear Acceleration y (m/s^2)_kalman,Linear Acceleration z (m/s^2)_kalman
0,0.0442,2.54,4.86,6.28,-0.8959999999999999,-0.0751,-1.26,10.9,2.62,1.72,60.0,44200000.0,1.8260358459676134,3.7746350063485865,6.369765387615157,-0.8920833738537501,-0.07261706497888663,-1.2434635548015354,9.279728255834204,2.496304750710669,2.3081623697413867
1,0.0942,1.64,4.2,8.67,-1.02,0.255,-1.35,10.3,2.84,4.28,60.0,94200000.0,1.7662579421522917,3.874992378168328,7.205409174524984,-0.9800464309370485,0.12512819928299052,-1.3122350612277207,9.654289489601148,2.5770452575775544,3.0256611531985316
2,0.14400000000000002,0.8809999999999999,4.22,8.18,-0.84,-0.986,-1.11,9.5,3.57,3.54,60.0,144000000.0,1.3947905839437913,3.989605997265022,7.655341769417324,-0.8785987838159891,-0.6021576798533048,-1.1741512575028485,9.58234747963452,2.9055648717058777,3.263912119503216
3,0.19399999999999998,1.59,4.36,8.98,-0.997,-0.262,-1.25,10.0,4.43,3.97,60.0,194000000.0,1.4828177030316798,4.127594820503614,8.302753931801162,-0.9646939244548144,-0.37747552317547806,-1.226221031564084,9.788294530939098,3.4714564161243664,3.610173031932528
4,0.244,0.905,4.52,9.1,-0.37200000000000005,-0.807,-1.11,9.19,5.27,3.9,60.0,244000000.0,1.2168945601446923,4.279861963444592,8.697964902327016,-0.5335962105838279,-0.6614817663800785,-1.1463936111072472,9.48920290538578,4.167092629503353,3.7543198380169347
5,0.294,1.71,4.38,6.69,-1.56,0.7609999999999999,-0.727,9.85,5.66,1.36,60.0,294000000.0,1.4451585113172842,4.319294557035793,7.699024639978607,-1.280169748374532,0.27919082922126914,-0.8583144849986268,9.670179508522928,4.753170284301669,2.5592977284010745
6,0.344,0.785,3.03,5.98,-2.11,4.12,-0.9209999999999999,9.35,5.13,1.68,60.0,344000000.0,1.139052126921371,3.808880373017766,6.843061739009184,-1.883762833478452,2.81911323996546,-0.9013730363475085,9.50944244279403,4.901907355370945,2.120047630131483
7,0.39399999999999996,-0.10099999999999999,0.943,8.53,-0.7659999999999999,4.25,-0.977,9.03,3.76,6.33,60.0,394000000.0,0.5637806725862644,2.6721190365816665,7.683237313217027,-1.0707361985617831,3.7653584191640146,-0.9533210636188257,9.268701499576702,4.450298837536036,4.223577543217871
8,0.444,-1.06,0.44799999999999995,12.2,-0.363,-2.55,-0.519,8.05,3.61,10.4,60.0,444000000.0,-0.18960991201095434,1.7892937943055167,9.932928438946263,-0.5559504594029478,-0.41098778579496287,-0.6549866685470678,8.656727635168837,4.117732882944235,7.30983689832912
9,0.494,-0.675,-0.754,9.03,-1.24,0.5489999999999999,-0.434,8.23,2.66,6.73,60.0,494000000.0,-0.41482681093072593,0.7795195749353487,9.483194849330019,-1.053507256634137,0.22385212297274237,-0.5031912956846465,8.442442337870322,3.540652924716435,7.0200976839791815
10,0.544,-0.958,-1.92,11.2,0.46299999999999997,0.779,-0.622,7.96,1.79,9.54,60.0,544000000.0,-0.6668574479134439,-0.2923811787734121,10.33830958867471,0.049553907926005225,0.5909713869489702,-0.5848007761398246,8.200178891260615,2.8475467608659657,8.279274278995144
11,0.594,-1.67,-1.56,10.3,-0.433,0.447,-0.6459999999999999,7.16,2.46,8.89,60.0,594000000.0,-1.1323139105677242,-0.7957327525054609,10.319228236165339,-0.3014410982895458,0.4957631110139753,-0.626838436861087,7.677841695888348,2.6941066310122967,8.584449855673377
12,0.644,-2.57,-1.3,9.74,0.618,0.0373,-1.03,6.04,3.13,8.24,60.0,644000000.0,-1.7993984710845219,-0.995971824588644,10.030722917577114,0.3673323166907837,0.19258147060680536,-0.9037694022638856,6.855381534758558,2.866690741352057,8.412330501232745
13,0.6940000000000001,-2.37,-1.61,9.07,0.738,1.29,-0.499,6.16,3.07,7.79,60.0,694000000.0,-2.0641569027922966,-1.2397968913904975,9.552200551739336,0.6369446762310003,0.9183042860858726,-0.6257340041196465,6.506187989208824,2.9471876993319492,8.101356164775645
14,0.7440000000000001,-1.08,-2.89,4.98,-2.4,2.01,-1.69,7.32,2.12,4.35,60.0,744000000.0,-1.6075091616682209,-1.895078795800182,7.274853449082191,-1.572036403731298,1.6402426227798248,-1.356776527497602,6.914852712430893,2.6196756216740633,6.226828938798278
15,0.794,-2.21,-6.12,4.02,-4.22,2.99,-3.11,5.51,-0.218,5.34,60.0,794000000.0,-1.887064296773488,-3.5727606398289096,5.653657902326488,-3.498084277840368,2.5328371423226628,-2.5610626465182564,6.209390610198519,1.4961416458503989,5.7836866204228645
16,0.8440000000000001,-6.39,-7.31,7.57,-2.84,2.69,-2.8,0.0468,-0.802,11.1,60.0,844000000.0,-3.9764216941566044,-5.056788326057308,6.608160335805604,-3.0194137659616582,2.6367689732498567,-2.7251882713568936,3.1147780568808963,0.5862276394271824,8.440212484168578
